生效日期,证券代码,证券名称,证券英文名称,交易所,证监会行业分类代码,证监会行业分类名称,证监会行业分类英文名称,证监会行业分类代码(全),证监会行业分类名称(全),证监会行业分类英文名称(全)
2021/2/19,002532,天山铝业,"TIANSHAN ALUMINUM GROUP CO.,LTD.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,002533,金杯电工,Goldcup Electric Apparatus Co Ltd,Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,002534,杭锅股份,Hangzhou Boiler Group Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,002535,*ST林重,Linzhou Heavy Machinery Group Co Ltd,Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,002536,飞龙股份,"Feilong Auto Components Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,002537,海联金汇,"HyUnion Holding Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,002538,司尔特,Anhui Sierte Fertilizer Industry Co Ltd,Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,002539,云图控股,"Chengdu Wintrue Holding Co., Ltd.",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,002540,亚太科技,Jiangsu Asia-Pacific Light Alloy Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2021/2/19,002541,鸿路钢构,Anhui Honglu Steel Construction (Group) Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2021/2/19,002542,中化岩土,China Zhonghua Geotechnical Engineering Co Ltd,Shenzhen,E,建筑业,Construction,48,土木工程建筑业,Civil engineering works construction
2021/2/19,002543,万和电气,Guangdong Vanward New Electric Co Ltd,Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,002544,杰赛科技,Gci Science & Technology Co Ltd,Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,002545,东方铁塔,Qingdao East Steel Tower Stock Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2021/2/19,002546,新联电子,Nanjing Xinlian Electronics Co Ltd,Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,002547,春兴精工,Suzhou Chunxing Precision Mechanical Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2021/2/19,002548,金新农,"Shenzhen Jinxinnong Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,13,农副食品加工业,Food processing
2021/2/19,002549,凯美特气,Hunan Kaimeite Gases Co Ltd,Shenzhen,N,水利、环境和公共设施管理业,water conservancy、environment and Public facilities management,77,生态保护和环境治理业,Ecological protection and environmentmanagement
2021/2/19,002550,千红制药,Changzhou Qianhong Biopharma Co Ltd,Shenzhen,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,002551,尚荣医疗,Shenzhen Glory Medical Co Ltd,Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,002552,宝鼎科技,"Baoding Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,002553,南方轴承,Jiangsu Nanfang Bearing Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,002554,惠博普,China Oil Hbp Science & Technology Co Ltd,Shenzhen,B,采矿业,Mining,11,开采辅助活动,Mining service
2021/2/19,002555,三七互娱,"WUHU SANQI INTERACTIVE ENTERTAINMENT NETWORK TECHNOLOGY GROUP CO.,LTD.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,64,互联网和相关服务,internet and related service
2021/2/19,002556,辉隆股份,Anhui Huilong Agricultural Means of Production Co Ltd,Shenzhen,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,002557,洽洽食品,Qiaqia Food Co Ltd,Shenzhen,C,制造业,Manufacturing,13,农副食品加工业,Food processing
2021/2/19,002558,巨人网络,"Giant Network Group Co., Ltd.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,64,互联网和相关服务,internet and related service
2021/2/19,002559,亚威股份,Jiangsu Yawei Machine Tool Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,002560,通达股份,Henan Tong-Da Cable Co Ltd,Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,002561,徐家汇,Shanghai Xujiahui Commercial Co Ltd,Shenzhen,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,002562,兄弟科技,Brother Enterprises Holding Co Ltd,Shenzhen,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,002563,森马服饰,Zhejiang Semir Garment Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2021/2/19,002564,天沃科技,"SUZHOU THVOW TECHNOLOGY CO., LTD.",Shenzhen,E,建筑业,Construction,48,土木工程建筑业,Civil engineering works construction
2021/2/19,002565,顺灏股份,"Shanghai Shunho New Materials Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,22,造纸及纸制品业,Paper making and paper products
2021/2/19,002566,益盛药业,Jilin Jian Yisheng Pharmaceutical Co Ltd,Shenzhen,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,002567,唐人神,Tangrenshen Group Co Ltd,Shenzhen,C,制造业,Manufacturing,13,农副食品加工业,Food processing
2021/2/19,002568,百润股份,"SHANGHAI BAIRUN INVESTMENT HOLDING GROUP CO.,LTD.",Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2021/2/19,002569,ST步森,Zhejiang Busen Garments Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2021/2/19,002570,贝因美,"Beingmate Baby & Child Food Co., Ltd.",Shenzhen,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,002571,德力股份,Anhui Deli Household Glass Co Ltd,Shenzhen,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,002572,索菲亚,Suofeiya Home Collection Co Ltd,Shenzhen,C,制造业,Manufacturing,21,家具制造业,furniture manufacturing
2021/2/19,002573,清新环境,"Beijing SPC Environment Protection Tech Co., Ltd",Shenzhen,N,水利、环境和公共设施管理业,water conservancy、environment and Public facilities management,77,生态保护和环境治理业,Ecological protection and environmentmanagement
2021/2/19,002574,明牌珠宝,Zhejiang Ming Jewelry Co Ltd,Shenzhen,C,制造业,Manufacturing,41,其他制造业,Other manufacturing
2021/2/19,002575,*ST群兴,Guangdong Qunxing Toys Joint-Stock Co Ltd,Shenzhen,C,制造业,Manufacturing,24,文教、工美、体育和娱乐用品制造业,"Cultural, educational and sports products manufacturing"
2021/2/19,002576,通达动力,Jiangsu Tongda Power Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,002577,雷柏科技,Shenzhen Rapoo Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,002578,闽发铝业,Fujian Minfa Aluminium Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2021/2/19,002579,中京电子,Huizhou China Eagle Electronic Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,002580,圣阳股份,Shandong Sacred Sun Power Sources Co Ltd,Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,002581,未名医药,"Shandong Sinobioway Biomedicine Co., Ltd.",Shenzhen,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,002582,好想你,"Haoxiangni Health Food Co., Ltd.",Shenzhen,C,制造业,Manufacturing,13,农副食品加工业,Food processing
2021/2/19,002583,海能达,Hytera Communications Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,002584,西陇科学,"XILONG SCIENTIFIC CO.,LTD.",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,002585,双星新材,Jiangsu Shuangxing Color Plastic New Materials Co Ltd,Shenzhen,C,制造业,Manufacturing,29,橡胶和塑料制品业,Rubber and Plastic manufacturing
2021/2/19,002586,*ST围海,Zhejiang Reclaim Construction Group Co Ltd,Shenzhen,E,建筑业,Construction,48,土木工程建筑业,Civil engineering works construction
2021/2/19,002587,奥拓电子,Shenzhen Aoto Electronics Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,002588,史丹利,"Stanley Group Co.,Ltd",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,002589,瑞康医药,"Realcan Pharmaceutical Group Co., Ltd.",Shenzhen,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,002590,万安科技,Zhejiang Vie Science & Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,002591,恒大高新,Jiangxi Hengda Hi-Tech Co Ltd,Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,002592,ST八菱,Nanning Baling Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,002593,日上集团,"XIAMEN SUNRISE GROUP CO., LTD.",Shenzhen,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,002594,比亚迪,BYD Co Ltd,Shenzhen,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,002595,豪迈科技,Shandong Himile Mechanical Science & Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,002596,海南瑞泽,Hainan Ruize New Building Material Co Ltd,Shenzhen,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,002597,金禾实业,Anhui Jinhe Industrial Co Ltd,Shenzhen,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,002598,山东章鼓,Shandong Zhangqiu Blower Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,002599,盛通股份,Beijing Shengtong Printing Co Ltd,Shenzhen,C,制造业,Manufacturing,23,印刷和记录媒介复制业,Printing
2021/2/19,002600,领益智造,LINGYI iTECH (GUANGDONG) COMPANY,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,002601,龙蟒佰利,"Lomon Billions Group Co., Ltd.",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,002602,世纪华通,"ZHEJIANG CENTURY HUATONG GROUP CO., LTD",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,002603,以岭药业,Shijiazhuang Yiling Pharmaceutical Co Ltd,Shenzhen,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,002605,姚记科技,"SHANGHAI YAOJI TECHNOLOGY CO., LTD.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,64,互联网和相关服务,internet and related service
2021/2/19,002606,大连电瓷,Dalian Insulator Group Co Ltd,Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,002607,中公教育,"Offcn Education Technology Co., Ltd.",Shenzhen,P,教育,education,82,教育,education
2021/2/19,002608,江苏国信,Sainty Marine Corporation Ltd,Shenzhen,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,002609,捷顺科技,Shenzhen Jieshun Science And Technology Industry Co Ltd,Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,002610,爱康科技,"Jiangsu Akcome Science & Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,002611,东方精工,Guangdong Dongfang Precision Science & Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,002612,朗姿股份,Lancy Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2021/2/19,002613,北玻股份,Luoyang North Glass Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,002614,奥佳华,Xiamen Comfort Science & Technology Group Co Ltd,Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,002615,哈尔斯,Zhejiang Haers Vacuum Containers Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2021/2/19,002616,长青集团,Guangdong Chant Group Co Ltd,Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,002617,露笑科技,Roshow Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,002618,丹邦科技,Shenzhen Danbond Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,002619,艾格拉斯,"EGLS CO.,LTD",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,64,互联网和相关服务,internet and related service
2021/2/19,002620,瑞和股份,Shenzhen Ruihe Construction Decoration Co Ltd,Shenzhen,E,建筑业,Construction,50,建筑装饰和其他建筑业,Building fitting up 、decoration and other construction
2021/2/19,002621,美吉姆,"DALIAN MY GYM EDUCATION TECHNOLOGY CO.,LTD.",Shenzhen,P,教育,education,82,教育,education
2021/2/19,002622,融钰集团,"RONGYU GROUP CO.,LTD.",Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,002623,亚玛顿,"Changzhou Almaden Co., Ltd.",Shenzhen,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,002624,完美世界,"Perfect World Co., Ltd.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,64,互联网和相关服务,internet and related service
